,id,name,colors,Category,Description,price,link
304,DH6170-902,Nike Everyday Essential,Multi-ColourStyle,Crew Socks,"Oh-so-fly and comfy, the Nike Everyday Essential Crew Socks have a clean, classic look. Contrast stripes and an Air logo add a pop of colour you can pair with your shoes. This product is made from at least 75% recycled polyester fibres.",1 095,https://www.nike.com/in/t/everyday-essential-crew-socks-VKXr4t/DH6170-902
305,CV1924-657,Nike Dri-FIT Rival,University Red/White/Black/University RedStyle,Men's Basketball Shorts,"The Nike Dri-FIT Rival Shorts are straight-up equipment for your game—lightweight, breathable and sweat-wicking.The shorts are loose around the body and fit securely at the waist.",1 595,https://www.nike.com/in/t/dri-fit-rival-basketball-shorts-XX43K9/CV1924-657
306,DV1433-612,Jordan Brand Festive,Fire RedStyle,Men's T-Shirt,"Give the gift of Jordan this season. This tee is soft, relaxed and serves festive vibes with a touch of classic check.",1 795,https://www.nike.com/in/t/jordan-brand-festive-t-shirt-x0kbHn/DV1433-612
307,CW6102-010,Nike Dri-FIT Academy,Black/White/White/WhiteStyle,Men's Short-Sleeve Football Top,"Elevate your everyday training in the Nike Dri-FIT Academy Top. The smooth, stretchy fabric moves sweat off your skin, while mesh panels keep you cool so you can focus on playing your best. This product is made from 100% recycled polyester fibres.",995,https://www.nike.com/in/t/dri-fit-academy-short-sleeve-football-top-t5jrmL/CW6102-010
308,DO6599-010,Jordan x Zion,BlackStyle,Men's Trousers,"One of Zion's favourite ways to spend his downtime is watching anime, and you can rep his fandom with this collab. These trousers combine the utility and style of streetwear with performance materials for a versatile 'fit that looks and feels great anywhere. This product is made from at least 50% recycled polyester fibres.",5 495,https://www.nike.com/in/t/jordan-zion-trousers-NZ92nR/DO6599-010
309,DC7818-010,Nike SB,Black/WhiteStyle,Logo Skate T-Shirt,"Made from soft jersey fabric, the Nike SB T-Shirt is a skate staple that features a classic logo on the chest.",1 595,https://www.nike.com/in/t/sb-logo-skate-t-shirt-LBBxZV/DC7818-010
310,DX0964-369,Nike Dri-FIT D.Y.E.,Light MentaStyle,Men's Fitness T-Shirt,"We made this tee to celebrate that feeling of euphoria you get after a good workout. Those graphics you see are your brain on exercise, where firing neurons elevate your mood.",2 195,https://www.nike.com/in/t/dri-fit-dye-fitness-t-shirt-bTFrH4/DX0964-369
311,DH7627-100,France Swoosh,WhiteStyle,Men's Nike T-Shirt,"Support the national team in the France Swoosh T-Shirt. Proud graphics on soft knit fabric let you represent your chosen squad in comfort, whether you're cheering from the stadium or connecting with fellow fans on the street.",1 595,https://www.nike.com/in/t/france-swoosh-t-shirt-2DRsCR/DH7627-100
312,DQ7370-252,Jordan 23 Engineered,Sesame/BlackStyle,Men's Long-Sleeve T-Shirt,This all-cotton tee features graphics on the front and back so you can rep from all angles. It's relaxed and easy to wear—make it your autumn weather go-to.,2 495,https://www.nike.com/in/t/jordan-23-engineered-long-sleeve-t-shirt-37ZVk8/DQ7370-252
313,DM6430-548,Nike Sportswear,Light MarineStyle,Men's T-Shirt,"Pick the Nike Sportswear T-Shirt if sunshine and good times are part of your plans. This easy-going tee is made from lightweight cotton fabric and features a classic fit for a soft, familiar feel.",1 795,https://www.nike.com/in/t/sportswear-t-shirt-TLX2xr/DM6430-548
314,SX7554-100,Nike Multiplier,White/BlackStyle,Running No-Show Socks (2 Pairs),"The Nike Multiplier No-Show Socks feature sweat-wicking fabric. An arch band in the midfoot offers a comfortable, close fit ideal for different types of training.",895,https://www.nike.com/in/t/multiplier-running-no-show-socks-NnCbVV/SX7554-100
315,DN1960-569,Nike Dri-FIT UV,Light Thistle/Barely GrapeStyle,Men's Chino Checked Golf Shorts,"From the course to the concrete, our sweat-wicking Chino Shorts keep you looking fresh. Stretchy fabric keeps you powering through the course, while a relaxed fit helps keep you playing at your best. Plus, they have a classic checked pattern that nods to both iconic menswear and golf's origins in Scotland.",3 695,https://www.nike.com/in/t/dri-fit-uv-chino-checked-golf-shorts-DQ4rlc/DN1960-569
316,DQ7376-010,Jordan Essentials Jumpman,Black/New Emerald/TaxiStyle,Men's T-Shirt,"Visualise the art of Flight in this Jumpman tee. It's made from soft cotton with an easy, relaxed fit.",1 795,https://www.nike.com/in/t/jordan-essentials-jumpman-t-shirt-jFjKvg/DQ7376-010
317,DJ0401-100,Paris Saint-Germain,WhiteStyle,Men's Logo T-Shirt,"Icons unite in the Jordan x Paris Saint-Germain collab tee. It's made from structured heavyweight cotton with dropped shoulders and an easy, relaxed fit.",2 195,https://www.nike.com/in/t/paris-saint-germain-logo-t-shirt-S2qLSV/DJ0401-100
318,DQ2416-010,Nike Sportswear Modern Essentials,Black/WhiteStyle,Men's Unlined Woven Flow Shorts,The Nike Sportswear Modern Essentials Shorts are made from a lightweight sweat-wicking woven fabric to help keep you cool and comfortable. An elastic waistband and comfortable fit that hits at the mid-thigh make them an ideal option for everyday wear.,3 695,https://www.nike.com/in/t/sportswear-modern-essentials-unlined-woven-flow-shorts-ht9S8B/DQ2416-010
319,DJ8562-609,Liverpool F.C.,Tough Red/Burgundy Crush/Siren RedStyle,Men's Nike Dri-FIT Pre-Match Football Top,The Liverpool F.C. Top gives you the same look as your favourite players. Sweat-wicking technology is lightweight and breathable to help keep you dry while you're warming up for the match. This product is made from 100% recycled polyester fibres.,3 695,https://www.nike.com/in/t/liverpool-fc-dri-fit-pre-match-football-top-fJKKmN/DJ8562-609
320,DM3182-100,Jordan Air,White/Black/BlackStyle,Men's T-Shirt,"This all-cotton Jordan tee features a minimal, embroidered graphic across the chest. A relaxed fit and monochromatic look make it an easy choice.",1 795,https://www.nike.com/in/t/jordan-air-t-shirt-ZJdRQq/DM3182-100
321,DM7826-569,Nike Yoga Dri-FIT,Light Thistle/Mystic Navy/Grey FogStyle,Men's Top,"The Nike Yoga Top is made from lightweight knit fabric for a soft, smooth feel against your skin. Sweat-wicking technology will help keep you dry, so you can stay comfortable and focused on your practice. And it's mindfully made from at least 50% recycled polyester fibres.",2 595,https://www.nike.com/in/t/yoga-dri-fit-top-b7qHhM/DM7826-569
322,DR2962-010,Jordan x J Balvin,BlackStyle,Men's T-Shirt,"Bold, bright and full of light",2 695,https://www.nike.com/in/t/jordan-j-balvin-t-shirt-hsP9l0/DR2962-010
323,DM5949-011,Nike Pro Dri-FIT Vent Max,Black/Black/WhiteStyle,Men's Training Trousers,"Made from soft, stretchy fabric, the Nike Vent Max Trousers help you move freely before, during and after your workout. A tapered design reduces distractions, so you can focus on powering through your lifts and drills. And, they're mindfully made from at least 75% recycled polyester fibres.",3 995,https://www.nike.com/in/t/pro-dri-fit-vent-max-training-trousers-TTlq4Z/DM5949-011
324,DX3670-407,Nike Sportswear,Dark Marina Blue/Yellow Ochre/Dark Marina BlueStyle,Men's T-Shirt,"Fill your bag with comfort in this loose-fitting cotton tee. A roomy feel, soft cotton and fresh graphics take you from the checkout queue to the streets in style that's ready for the picking.",2 495,https://www.nike.com/in/t/sportswear-t-shirt-jWbqxs/DX3670-407
325,DQ6177-087,Nike,Moon Fossil/Light BoneStyle,"Men's 6"" (approx. 15cm) Premium Basketball Shorts",Nike Basketball takes it back to the grunge era in our premium shorts. They combine a roomy fit and a length that hits above the knee with performance feel for beyond the court. A leopard print shows off your '90s spirit.,5 195,https://www.nike.com/in/t/6-basketball-shorts-BV65w4/DQ6177-087
326,DQ6612-412,Nike Dri-FIT Flex,Blue Whisper/Lemon ChiffonStyle,"Men's 9"" (23cm approx.) Woven Fitness Shorts","Keep moving during your high-intensity workout in our Flex Woven Shorts. We added a bold take on the Swoosh logo, while still maintaining the stretch you need to go for every lunge or squat.",2 495,https://www.nike.com/in/t/dri-fit-flex-9-woven-fitness-shorts-kdP87D/DQ6612-412
327,DZ0604-514,Jordan Flight Essentials,Dark ConcordStyle,Men's Oversized T-Shirt,"Big 'n' baggy for comfort and style. This super-soft tee features longer sleeves and dropped shoulders. Combined with a minimal Jumpman woven chest patch, you're lookin' n-i-c-e.",2 495,https://www.nike.com/in/t/jordan-flight-essentials-oversized-t-shirt-84459x/DZ0604-514
328,DQ5778-891,Nike ACG Therma-FIT ADV 'Rope de Dope',Team Orange/Safety Orange/Summit WhiteStyle,Men's Full-Zip Gilet,"Cold conditions are just an invitation for new discovery. Our ACG Therma-FIT ADV 'Rope De Dope' Gilet combines innovative technology with an insulated design for comfort tailored to all conditions. Best of all, it packs down small so you can stow it in a pocket when the trail heats up.",10 995,https://www.nike.com/in/t/acg-adv-rope-de-dope-gilet-qLkv0j/DQ5778-891
329,DQ5657-010,Giannis Nike Dri-FIT,Black/Sail/SailStyle,Men's Mesh (15cm approx.) Basketball Shorts,"Suit up in sweat-wicking mesh shorts with prints inspired by the 9th wonder of the world—Giannis. Channel his championship mentality with a smooth, easy feel that lets you move up the court and beyond with ease.",2 895,https://www.nike.com/in/t/giannis-dri-fit-mesh-6-basketball-shorts-1H7vvZ/DQ5657-010
330,DQ4762-325,Nike Dri-FIT Stride Run Division,Cargo KhakiStyle,Men's 2-In-1 Running Shorts,"Transition from work to route and maintain your pace in the lightweight feel of our Run Division Shorts. A 2-in-1 design means you have the support of tights with the breathable, free-flowing feel of your favourite shorts.",3 695,https://www.nike.com/in/t/dri-fit-stride-run-division-2-in-1-running-shorts-pSlGQz/DQ4762-325
331,DM4714-455,Nike Dri-FIT Wild Run Challenger,Deep Royal Blue/Medium Blue/WhiteStyle,Men's 18cm (approx.) Brief-Lined Running Shorts,"The wild beckons. Answer the call in the Nike Challenger Wild Run Shorts. They feature the same sweat-wicking fabric and articulated brief you love with details highlighting the tempo of your feet as they hit their stride. Graphics nod to running as music, with the tempo of your feet, serving as the beat. This product is made from at least 75% recycled polyester fibres.",2 195,https://www.nike.com/in/t/dri-fit-wild-run-challenger-18cm-brief-lined-running-shorts-5m1dS0/DM4714-455
332,DH4892-010,Korea AWF,Black/WhiteStyle,Men's Winterized Full-Zip Football Jacket,"Stand proudly with your team as an all-weather fan in the Korea Jacket. Soft fleece and a water-repellent finish help keep you dry and warm when you're cheering on your squad in cool, wet conditions.",5 495,https://www.nike.com/in/t/korea-awf-winterized-football-jacket-0Nb2vJ/DH4892-010
333,DR1900-068,Nike Dri-FIT ADV A.P.S.,Iron Grey/BlackStyle,Men's Recovery Training Top,"Ready for anything, at any time. That's where we started with the Axis Performance System (A.P.S.) Recovery Top. It's a compressive base layer with a smooth, stretchy feel that keeps you going after your high-intensity workout has ended. Plus, it's powered by advanced sweat-wicking technology, so you stay comfortable even when your workout turns up the heat.",3 495,https://www.nike.com/in/t/dri-fit-adv-aps-recovery-training-top-kT3VN6/DR1900-068
334,DQ1882-100,LeBron,WhiteStyle,Men's Basketball T-Shirt,"LeBron is a king on the court and a master of finding ways to unleash his power and break through the defence. We celebrate that basketball instinct with a safari print on a soft, roomy tee.",1 795,https://www.nike.com/in/t/lebron-basketball-t-shirt-d5gDLc/DQ1882-100
335,DJ7736-451,F.C. Barcelona 2022/23 Stadium Home,Obsidian/University Red/University Red/SesameStyle,Men's Nike Dri-FIT Football Shorts,"Like other shorts from our Stadium collection, these pair replica design details with sweat-wicking fabric to give you a match-ready look inspired by your favourite team. This product is made from 100% recycled polyester fibres.",2 495,https://www.nike.com/in/t/fc-barcelona-2022-23-stadium-home-dri-fit-football-shorts-zGsZst/DJ7736-451
336,DQ7370-252,Jordan 23 Engineered,Sesame/BlackStyle,Men's Long-Sleeve T-Shirt,This all-cotton tee features graphics on the front and back so you can rep from all angles. It's relaxed and easy to wear—make it your autumn weather go-to.,2 495,https://www.nike.com/in/t/jordan-23-engineered-long-sleeve-t-shirt-37ZVk8/DQ7370-252
337,DM6430-548,Nike Sportswear,Light MarineStyle,Men's T-Shirt,"Pick the Nike Sportswear T-Shirt if sunshine and good times are part of your plans. This easy-going tee is made from lightweight cotton fabric and features a classic fit for a soft, familiar feel.",1 795,https://www.nike.com/in/t/sportswear-t-shirt-TLX2xr/DM6430-548
338,SX7554-100,Nike Multiplier,White/BlackStyle,Running No-Show Socks (2 Pairs),"The Nike Multiplier No-Show Socks feature sweat-wicking fabric. An arch band in the midfoot offers a comfortable, close fit ideal for different types of training.",895,https://www.nike.com/in/t/multiplier-running-no-show-socks-NnCbVV/SX7554-100
339,DN1960-569,Nike Dri-FIT UV,Light Thistle/Barely GrapeStyle,Men's Chino Checked Golf Shorts,"From the course to the concrete, our sweat-wicking Chino Shorts keep you looking fresh. Stretchy fabric keeps you powering through the course, while a relaxed fit helps keep you playing at your best. Plus, they have a classic checked pattern that nods to both iconic menswear and golf's origins in Scotland.",3 695,https://www.nike.com/in/t/dri-fit-uv-chino-checked-golf-shorts-DQ4rlc/DN1960-569
340,DQ7376-010,Jordan Essentials Jumpman,Black/New Emerald/TaxiStyle,Men's T-Shirt,"Visualise the art of Flight in this Jumpman tee. It's made from soft cotton with an easy, relaxed fit.",1 795,https://www.nike.com/in/t/jordan-essentials-jumpman-t-shirt-jFjKvg/DQ7376-010
